DIAGNOSIS CODE,LEN_DX_CODE,FIVE_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
44323,5,44323,Dissection of renal artery,Dissection renal artery
44322,5,44322,Dissection of iliac artery,Dissection iliac artery
44321,5,44321,Dissection of carotid artery,Dissect carotid artery
44289,5,44289,Aneurysm of other specified artery,Aneurysm NEC
44284,5,44284,Aneurysm of other visceral artery,Visceral aneurysm NEC
44283,5,44283,Aneurysm of splenic artery,Splenic artery aneurysm
44282,5,44282,Aneurysm of subclavian artery,Subclavian aneurysm
44281,5,44281,Aneurysm of artery of neck,Aneurysm of neck
44103,5,44103,"Dissection of aorta, thoracoabdominal",Dsct of thoracoabd aorta
44102,5,44102,"Dissection of aorta, abdominal",Dsct of abdominal aorta
44101,5,44101,"Dissection of aorta, thoracic",Dsct of thoracic aorta
44100,5,44100,"Dissection of aorta, unspecified site",Dsct of aorta unsp site
44032,5,44032,Atherosclerosis of nonautologous biological bypass graft of the extremities,Ath ext nonautlg bps gft
44031,5,44031,Atherosclerosis of autologous vein bypass graft of the extremities,Ath ext autologs bps gft
44030,5,44030,Atherosclerosis of unspecified bypass graft of the extremities,Athscl extrm bps gft NOS
44029,5,44029,Other atherosclerosis of native arteries of the extremities,Athrsc extrm ntv art oth
44024,5,44024,Atherosclerosis of native arteries of the extremities with gangrene,Ath ext ntv art gngrene
44023,5,44023,Atherosclerosis of native arteries of the extremities with ulceration,Ath ext ntv art ulcrtion
44022,5,44022,Atherosclerosis of native arteries of the extremities with rest pain,Ath ext ntv at w rst pn
44021,5,44021,Atherosclerosis of native arteries of the extremities with intermittent claudication,Ath ext ntv at w claudct
44020,5,44020,"Atherosclerosis of native arteries of the extremities, unspecified",Athscl extrm ntv art NOS
43889,5,43889,Other late effects of cerebrovascular disease,Late effect CV dis NEC
43885,5,43885,"Other late effects of cerebrovascular disease, vertigo",Vertigo
43884,5,43884,"Other late effects of cerebrovascular disease, ataxia",Ataxia
43883,5,43883,"Other late effects of cerebrovascular disease, facial weakness",Facial weakness
43882,5,43882,"Other late effects of cerebrovascular disease, dysphagia",Late ef CV dis dysphagia
43881,5,43881,"Other late effects of cerebrovascular disease, apraxia",Late eff CV dis-apraxia
43853,5,43853,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral",Lt ef oth parals-bilat
43852,5,43852,"Late effects of cerebrovascular disease, other paralytic syndrome affecting nondominant side",Lt ef oth parals non-dom
43851,5,43851,"Late effects of cerebrovascular disease, other paralytic syndrome affecting dominant side",Lt ef oth paral dom side
43850,5,43850,"Late effects of cerebrovascular disease, other paralytic syndrome affecting unspecified side",Lt ef oth paral side NOS
43842,5,43842,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting nondominant side",Lt ef-mplga lowlmb nondm
43841,5,43841,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting dominant side",Lte ef-mplga low lmb dom
43840,5,43840,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side",Lte ef-mplga low lmb NOS
43832,5,43832,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting nondominant side",Lt ef-mplga uplmb nondom
43831,5,43831,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting dominant side",Late ef-mplga up lmb dom
43830,5,43830,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting unspecified side",Late ef-mplga up lmb NOS
43822,5,43822,"Late effects of cerebrovascular disease, hemiplegia affecting nondominant side",Late ef-hemiplga non-dom
43821,5,43821,"Late effects of cerebrovascular disease, hemiplegia affecting dominant side",Late ef-hemplga dom side
43820,5,43820,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side",Late ef-hemplga side NOS
43819,5,43819,"Late effects of cerebrovascular disease, other speech and language deficits",Late ef-spch/lang df NEC
43814,5,43814,"Late effects of cerebrovascular disease, fluency disorder",Late eff CV-fluency dis
43813,5,43813,"Late effects of cerebrovascular disease, dysarthria",Late eff CV-dysarthria
43812,5,43812,"Late effects of cerebrovascular disease, dysphasia",Late eff CV dis-dysphsia
43811,5,43811,"Late effects of cerebrovascular disease, aphasia",Late eff CV dis-aphasia
43810,5,43810,"Late effects of cerebrovascular disease, speech and language deficit, unspecified",Late ef-spch/lng def NOS
43491,5,43491,"Cerebral artery occlusion, unspecified with cerebral infarction",Crbl art ocl NOS w infrc
43490,5,43490,"Cerebral artery occlusion, unspecified without mention of cerebral infarction",Crbl art oc NOS wo infrc
43411,5,43411,Cerebral embolism with cerebral infarction,Crbl emblsm w infrct
43410,5,43410,Cerebral embolism without mention of cerebral infarction,Crbl emblsm wo infrct
43401,5,43401,Cerebral thrombosis with cerebral infarction,Crbl thrmbs w infrct
43400,5,43400,Cerebral thrombosis without mention of cerebral infarction,Crbl thrmbs wo infrct
43391,5,43391,Occlusion and stenosis of unspecified precerebral artery with cerebral infarction,Ocl art NOS w infrct
43390,5,43390,Occlusion and stenosis of unspecified precerebral artery without mention of cerebral infarction,Ocl art NOS wo infrct
43381,5,43381,Occlusion and stenosis of other specified precerebral artery with cerebral infarction,Ocl spcf art w infrct
43380,5,43380,Occlusion and stenosis of other specified precerebral artery without mention of cerebral infarction,Ocl spcf art wo infrct
43331,5,43331,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction,Ocl mlt bi art w infrct
43330,5,43330,Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction,Ocl mlt bi art wo infrct
43321,5,43321,Occlusion and stenosis of vertebral artery with cerebral infarction,Ocl vrtb art w infrct
43320,5,43320,Occlusion and stenosis of vertebral artery without mention of cerebral infarction,Ocl vrtb art wo infrct
43311,5,43311,Occlusion and stenosis of carotid artery with cerebral infarction,Ocl crtd art w infrct
43310,5,43310,Occlusion and stenosis of carotid artery without mention of cerebral infarction,Ocl crtd art wo infrct
43301,5,43301,Occlusion and stenosis of basilar artery with cerebral infarction,Ocl bslr art w infrct
43300,5,43300,Occlusion and stenosis of basilar artery without mention of cerebral infarction,Ocl bslr art wo infrct
42989,5,42989,Other ill-defined heart diseases,Ill-defined hrt dis NEC
42983,5,42983,Takotsubo syndrome,Takotsubo syndrome
42982,5,42982,Hyperkinetic heart disease,Hyperkinetic heart dis
42981,5,42981,Other disorders of papillary muscle,Papillary muscle dis NEC
42979,5,42979,"Certain sequelae of myocardial infarction, not elsewhere classified, other",Other sequelae of MI NEC
42971,5,42971,Acquired cardiac septal defect,Acq cardiac septl defect
42843,5,42843,Acute on chronic combined systolic and diastolic heart failure,Ac/chr syst/dia hrt fail
42842,5,42842,Chronic combined systolic and diastolic heart failure,Chr syst/diastl hrt fail
42841,5,42841,Acute combined systolic and diastolic heart failure,Ac syst/diastol hrt fail
42840,5,42840,"Combined systolic and diastolic heart failure, unspecified",Syst/diast hrt fail NOS
42833,5,42833,Acute on chronic diastolic heart failure,Ac on chr diast hrt fail
42832,5,42832,Chronic diastolic heart failure,Chr diastolic hrt fail
42831,5,42831,Acute diastolic heart failure,Ac diastolic hrt failure
42830,5,42830,"Diastolic heart failure, unspecified",Diastolc hrt failure NOS
42823,5,42823,Acute on chronic systolic heart failure,Ac on chr syst hrt fail
42822,5,42822,Chronic systolic heart failure,Chr systolic hrt failure
42821,5,42821,Acute systolic heart failure,Ac systolic hrt failure
42820,5,42820,"Systolic heart failure, unspecified",Systolic hrt failure NOS
42789,5,42789,Other specified cardiac dysrhythmias,Cardiac dysrhythmias NEC
42781,5,42781,Sinoatrial node dysfunction,Sinoatrial node dysfunct
42769,5,42769,Other premature beats,Premature beats NEC
42761,5,42761,Supraventricular premature beats,Atrial premature beats
42760,5,42760,"Premature beats, unspecified",Premature beats NOS
42742,5,42742,Ventricular flutter,Ventricular flutter
42741,5,42741,Ventricular fibrillation,Ventricular fibrillation
42732,5,42732,Atrial flutter,Atrial flutter
42731,5,42731,Atrial fibrillation,Atrial fibrillation
42689,5,42689,Other specified conduction disorders,Conduction disorder NEC
42682,5,42682,Long QT syndrome,Long QT syndrome
42681,5,42681,Lown-Ganong-Levine syndrome,Lown-ganong-levine synd
42654,5,42654,Trifascicular block,Trifascicular block
42653,5,42653,Other bilateral bundle branch block,Bilat bb block NEC
42652,5,42652,Right bundle branch block and left anterior fascicular block,Rt bbb/lft ant fasc blk
42651,5,42651,Right bundle branch block and left posterior fascicular block,Rt bbb/lft post fasc blk
42650,5,42650,"Bundle branch block, unspecified",Bundle branch block NOS
42613,5,42613,Other second degree atrioventricular block,Av block-2nd degree NEC
42612,5,42612,Mobitz (type) II atrioventricular block,Atrioven block-mobitz ii
42611,5,42611,First degree atrioventricular block,Atriovent block-1st degr
42610,5,42610,"Atrioventricular block, unspecified",Atriovent block NOS
42518,5,42518,Other hypertrophic cardiomyopathy,Oth hyprtrophic cardiomy
42511,5,42511,Hypertrophic obstructive cardiomyopathy,Hyprtrophc obst cardiomy
42499,5,42499,"Other endocarditis, valve unspecified",Endocarditis NEC
42491,5,42491,Endocarditis in diseases classified elsewhere,Endocarditis in oth dis
42490,5,42490,"Endocarditis, valve unspecified, unspecified cause",Endocarditis NOS
42299,5,42299,Other acute myocarditis,Acute myocarditis NEC
42293,5,42293,Toxic myocarditis,Toxic myocarditis
42292,5,42292,Septic myocarditis,Septic myocarditis
42291,5,42291,Idiopathic myocarditis,Idiopathic myocarditis
42290,5,42290,"Acute myocarditis, unspecified",Acute myocarditis NOS
42099,5,42099,Other acute pericarditis,Acute pericarditis NEC
42091,5,42091,Acute idiopathic pericarditis,Ac idiopath pericarditis
42090,5,42090,"Acute pericarditis, unspecified",Acute pericarditis NOS
41519,5,41519,Other pulmonary embolism and infarction,Pulm embol/infarct NEC
41513,5,41513,Saddle embolus of pulmonary artery,Saddle embol pulmon art
41512,5,41512,Septic pulmonary embolism,Septic pulmonary embolsm
41511,5,41511,Iatrogenic pulmonary embolism and infarction,Iatrogen pulm emb/infarc
41419,5,41419,Other aneurysm of heart,Aneurysm of heart NEC
41412,5,41412,Dissection of coronary artery,Dissection cor artery
41411,5,41411,Aneurysm of coronary vessels,Aneurysm coronary vessel
41410,5,41410,Aneurysm of heart (wall),Aneurysm of heart
41407,5,41407,Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart,Cor ath bps graft tp hrt
41406,5,41406,Coronary atherosclerosis of native coronary artery of transplanted heart,Cor ath natv art tp hrt
41405,5,41405,Coronary atherosclerosis of unspecified bypass graft,Cor ath bypass graft NOS
41404,5,41404,Coronary atherosclerosis of artery bypass graft,Cor ath artry bypas grft
41403,5,41403,Coronary atherosclerosis of nonautologous biological bypass graft,Crn ath nonatlg blg grft
41402,5,41402,Coronary atherosclerosis of autologous vein bypass graft,Crn ath atlg vn bps grft
41401,5,41401,Coronary atherosclerosis of native coronary artery,Crnry athrscl natve vssl
41400,5,41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft",Cor ath unsp vsl ntv/gft
41189,5,41189,"Other acute and subacute forms of ischemic heart disease, other",Ac ischemic hrt dis NEC
41181,5,41181,Acute coronary occlusion without myocardial infarction,Acute cor occlsn w/o MI
41092,5,41092,"Acute myocardial infarction of unspecified site, subsequent episode of care","AMI NOS, subsequent"
41091,5,41091,"Acute myocardial infarction of unspecified site, initial episode of care","AMI NOS, initial"
41090,5,41090,"Acute myocardial infarction of unspecified site, episode of care unspecified","AMI NOS, unspecified"
41082,5,41082,"Acute myocardial infarction of other specified sites, subsequent episode of care","AMI NEC, subsequent"
41081,5,41081,"Acute myocardial infarction of other specified sites, initial episode of care","AMI NEC, initial"
41080,5,41080,"Acute myocardial infarction of other specified sites, episode of care unspecified","AMI NEC, unspecified"
41072,5,41072,"Subendocardial infarction, subsequent episode of care","Subendo infarct, subseq"
41071,5,41071,"Subendocardial infarction, initial episode of care","Subendo infarct, initial"
41070,5,41070,"Subendocardial infarction, episode of care unspecified","Subendo infarct, unspec"
41062,5,41062,"True posterior wall infarction, subsequent episode of care","True post infarct,subseq"
41061,5,41061,"True posterior wall infarction, initial episode of care","True post infarct, init"
41060,5,41060,"True posterior wall infarction, episode of care unspecified","True post infarct,unspec"
41052,5,41052,"Acute myocardial infarction of other lateral wall, subsequent episode of care","AMI lateral NEC, subseq"
41051,5,41051,"Acute myocardial infarction of other lateral wall, initial episode of care","AMI lateral NEC, initial"
41050,5,41050,"Acute myocardial infarction of other lateral wall, episode of care unspecified","AMI lateral NEC, unspec"
41042,5,41042,"Acute myocardial infarction of other inferior wall, subsequent episode of care","AMI inferior wall,subseq"
41041,5,41041,"Acute myocardial infarction of other inferior wall, initial episode of care","AMI inferior wall, init"
41040,5,41040,"Acute myocardial infarction of other inferior wall, episode of care unspecified","AMI inferior wall,unspec"
41032,5,41032,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care","AMI inferopost, subseq"
41031,5,41031,"Acute myocardial infarction of inferoposterior wall, initial episode of care","AMI inferopost, initial"
41030,5,41030,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified","AMI inferopost, unspec"
41022,5,41022,"Acute myocardial infarction of inferolateral wall, subsequent episode of care","AMI inferolateral,subseq"
41021,5,41021,"Acute myocardial infarction of inferolateral wall, initial episode of care","AMI inferolateral, init"
41020,5,41020,"Acute myocardial infarction of inferolateral wall, episode of care unspecified","AMI inferolateral,unspec"
41012,5,41012,"Acute myocardial infarction of other anterior wall, subsequent episode of care","AMI anterior wall,subseq"
41011,5,41011,"Acute myocardial infarction of other anterior wall, initial episode of care","AMI anterior wall, init"
41010,5,41010,"Acute myocardial infarction of other anterior wall, episode of care unspecified","AMI anterior wall,unspec"
41002,5,41002,"Acute myocardial infarction of anterolateral wall, subsequent episode of care","AMI anterolateral,subseq"
41001,5,41001,"Acute myocardial infarction of anterolateral wall, initial episode of care","AMI anterolateral, init"
