DIAGNOSIS CODE,LEN_DX_CODE,SEVEN_DX_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION
01655,5,0001655,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB male gen NEC-histo dx
01654,5,0001654,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB male gen NEC-cult dx
01653,5,0001653,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy",TB male gen NEC-micro dx
01652,5,0001652,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)",TB male gen NEC-ex unkn
01651,5,0001651,"Tuberculosis of other male genital organs, bacteriological or histological examination not done",TB male gen NEC-no exam
01650,5,0001650,"Tuberculosis of other male genital organs, unspecified",TB male genit NEC-unspec
01646,5,0001646,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB epididymis-oth test
01645,5,0001645,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB epididymis-histo dx
01644,5,0001644,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB epididymis-cult dx
01643,5,0001643,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy",TB epididymis-micro dx
01642,5,0001642,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present)",TB epididymis-exam unkn
01641,5,0001641,"Tuberculosis of epididymis, bacteriological or histological examination not done",TB epididymis-no exam
01640,5,0001640,"Tuberculosis of epididymis, unspecified",TB epididymis-unspec
01636,5,0001636,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB urinary NEC-oth test
01635,5,0001635,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB urinary NEC-histo dx
01634,5,0001634,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB urinary NEC-cult dx
01633,5,0001633,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy",TB urinary NEC-micro dx
01632,5,0001632,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)",TB urinary NEC-exam unkn
01631,5,0001631,"Tuberculosis of other urinary organs, bacteriological or histological examination not done",TB urinary NEC-no exam
01630,5,0001630,"Tuberculosis of other urinary organs, unspecified",TB urinary NEC-unspec
01626,5,0001626,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of ureter-oth test
01625,5,0001625,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of ureter-histo dx
01624,5,0001624,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of ureter-cult dx
01623,5,0001623,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy",TB of ureter-micro dx
01622,5,0001622,"Tuberculosis of ureter, bacteriological or histological examination unknown (at present)",TB of ureter-exam unkn
01621,5,0001621,"Tuberculosis of ureter, bacteriological or histological examination not done",TB of ureter-no exam
01620,5,0001620,"Tuberculosis of ureter, unspecified",TB of ureter-unspec
01616,5,0001616,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of bladder-oth test
01615,5,0001615,"Tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of bladder-histo dx
01614,5,0001614,"Tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of bladder-cult dx
01613,5,0001613,"Tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy",TB of bladder-micro dx
01612,5,0001612,"Tuberculosis of bladder, bacteriological or histological examination unknown (at present)",TB of bladder-exam unkn
01611,5,0001611,"Tuberculosis of bladder, bacteriological or histological examination not done",TB of bladder-no exam
01610,5,0001610,"Tuberculosis of bladder, unspecified",TB of bladder-unspec
01606,5,0001606,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of kidney-oth test
01605,5,0001605,"Tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of kidney-histo dx
01604,5,0001604,"Tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of kidney-cult dx
01603,5,0001603,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy",TB of kidney-micro dx
01602,5,0001602,"Tuberculosis of kidney, bacteriological or histological examination unknown (at present)",TB of kidney-exam unkn
01601,5,0001601,"Tuberculosis of kidney, bacteriological or histological examination not done",TB of kidney-no exam
01600,5,0001600,"Tuberculosis of kidney, unspecified",TB of kidney-unspec
01596,5,0001596,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB bone/jt NOS-oth test
01595,5,0001595,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB bone/jt NOS-histo dx
01594,5,0001594,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB bone/jt NOS-cult dx
01593,5,0001593,"Tuberculosis of unspecified bones and joints, tubercle bacilli found (in sputum) by microscopy",TB bone/jt NOS-micro dx
01592,5,0001592,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination unknown (at present)",TB bone/jt NOS-exam unkn
01591,5,0001591,"Tuberculosis of unspecified bones and joints, bacteriological or histological examination not done",TB bone/jt NOS-no exam
01590,5,0001590,"Tuberculosis of unspecified bones and joints, unspecified",TB bone/joint NOS-unspec
01586,5,0001586,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of joint NEC-oth test
01585,5,0001585,"Tuberculosis of other specified joint, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of joint NEC-histo dx
01584,5,0001584,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of joint NEC-cult dx
01583,5,0001583,"Tuberculosis of other specified joint, tubercle bacilli found (in sputum) by microscopy",TB of joint NEC-micro dx
01582,5,0001582,"Tuberculosis of other specified joint, bacteriological or histological examination unknown (at present)",TB joint NEC-exam unkn
01581,5,0001581,"Tuberculosis of other specified joint, bacteriological or histological examination not done",TB of joint NEC-no exam
01580,5,0001580,"Tuberculosis of other specified joint, unspecified",TB of joint NEC-unspec
01576,5,0001576,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of bone NEC-oth test
01575,5,0001575,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of bone NEC-histo dx
01574,5,0001574,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of bone NEC-cult dx
01573,5,0001573,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy",TB of bone NEC-micro dx
01572,5,0001572,"Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)",TB of bone NEC-exam unkn
01571,5,0001571,"Tuberculosis of other specified bone, bacteriological or histological examination not done",TB of bone NEC-no exam
01570,5,0001570,"Tuberculosis of other specified bone, unspecified",TB of bone NEC-unspec
01566,5,0001566,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of mastoid-oth test
01565,5,0001565,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of mastoid-histo dx
01564,5,0001564,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of mastoid-cult dx
01563,5,0001563,"Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy",TB of mastoid-micro dx
01562,5,0001562,"Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)",TB of mastoid-exam unkn
01561,5,0001561,"Tuberculosis of mastoid, bacteriological or histological examination not done",TB of mastoid-no exam
01560,5,0001560,"Tuberculosis of mastoid, unspecified",TB of mastoid-unspec
01556,5,0001556,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB limb bones-oth test
01555,5,0001555,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB limb bones-histo dx
01554,5,0001554,"Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB limb bones-cult dx
01553,5,0001553,"Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy",TB limb bones-micro dx
01552,5,0001552,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)",TB limb bones-exam unkn
01551,5,0001551,"Tuberculosis of limb bones, bacteriological or histological examination not done",TB limb bones-no exam
01550,5,0001550,"Tuberculosis of limb bones, unspecified",TB of limb bones-unspec
01526,5,0001526,"Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of knee-oth test
01525,5,0001525,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of knee-histo dx
01524,5,0001524,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of knee-cult dx
01523,5,0001523,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy",TB of knee-micro dx
01522,5,0001522,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)",TB of knee-exam unkn
01521,5,0001521,"Tuberculosis of knee, bacteriological or histological examination not done",TB of knee-no exam
01520,5,0001520,"Tuberculosis of knee, unspecified",TB of knee-unspec
01516,5,0001516,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of hip-oth test
01515,5,0001515,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of hip-histo dx
01514,5,0001514,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of hip-cult dx
01513,5,0001513,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy",TB of hip-micro dx
01512,5,0001512,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)",TB of hip-exam unkn
01511,5,0001511,"Tuberculosis of hip, bacteriological or histological examination not done",TB of hip-no exam
01510,5,0001510,"Tuberculosis of hip, unspecified",TB of hip-unspec
01506,5,0001506,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",TB of vertebra-oth test
01505,5,0001505,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",TB of vertebra-histo dx
01504,5,0001504,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",TB of vertebra-cult dx
01503,5,0001503,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy",TB of vertebra-micro dx
01502,5,0001502,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)",TB of vertebra-exam unkn
01501,5,0001501,"Tuberculosis of vertebral column, bacteriological or histological examination not done",TB of vertebra-no exam
